task,topology_family,repeat,drift,feature_group,macro_f1,bal_acc,class_mae,adjacent_acc
boundary,line,1,1.0,Complexity,0.5823845327604726,0.625,,
boundary,line,1,1.0,Operational,0.7077922077922079,0.7222222222222222,,
boundary,line,1,1.0,All,0.6051765738100461,0.6527777777777778,,
boundary,line,2,0.0,Topological,0.9722007722007722,0.9722222222222222,,
boundary,line,2,0.0,Complexity,0.9861084314103801,0.9861111111111112,,
boundary,line,2,0.0,Operational,0.8469565217391304,0.8472222222222222,,
boundary,line,2,0.0,All,0.9722222222222222,0.9722222222222222,,
boundary,line,2,0.2,Topological,0.9444444444444444,0.9444444444444444,,
boundary,line,2,0.2,Complexity,0.9023066485753053,0.9027777777777778,,
boundary,line,2,0.2,Operational,0.7428571428571429,0.75,,
boundary,line,2,0.2,All,0.9023066485753053,0.9027777777777778,,
boundary,line,2,0.4,Topological,0.9444444444444444,0.9444444444444444,,
boundary,line,2,0.4,Complexity,0.8133599202392822,0.8194444444444444,,
boundary,line,2,0.4,Operational,0.6616956077630234,0.6805555555555556,,
boundary,line,2,0.4,All,0.8447971781305115,0.8472222222222222,,
boundary,line,2,0.6,Topological,0.9444015444015443,0.9444444444444444,,
boundary,line,2,0.6,Complexity,0.7333333333333334,0.75,,
boundary,line,2,0.6,Operational,0.626788306033589,0.6527777777777778,,
boundary,line,2,0.6,All,0.7690457097032879,0.7777777777777778,,
boundary,line,2,0.8,Topological,0.8881118881118881,0.8888888888888888,,
boundary,line,2,0.8,Complexity,0.737012987012987,0.75,,
boundary,line,2,0.8,Operational,0.5527950310559007,0.6111111111111112,,
boundary,line,2,0.8,All,0.7499489274770174,0.7638888888888888,,
boundary,line,2,1.0,Topological,0.7531760435571688,0.7638888888888888,,
boundary,line,2,1.0,Complexity,0.6989966555183946,0.7222222222222222,,
boundary,line,2,1.0,Operational,0.5527950310559007,0.6111111111111112,,
boundary,line,2,1.0,All,0.5847382431233363,0.6388888888888888,,
boundary,line,3,0.0,Topological,0.9442724458204335,0.9444444444444444,,
boundary,line,3,0.0,Complexity,0.9582608695652175,0.9583333333333333,,
boundary,line,3,0.0,Operational,0.8469565217391304,0.8472222222222222,,
boundary,line,3,0.0,All,0.9442724458204335,0.9444444444444444,,
boundary,line,3,0.2,Topological,0.8888888888888888,0.8888888888888888,,
boundary,line,3,0.2,Complexity,0.8885448916408669,0.8888888888888888,,
boundary,line,3,0.2,Operational,0.7913043478260869,0.7916666666666667,,
boundary,line,3,0.2,All,0.9166666666666666,0.9166666666666666,,
boundary,line,3,0.4,Topological,0.8888030888030888,0.8888888888888888,,
boundary,line,3,0.4,Complexity,0.7999999999999999,0.8055555555555556,,
